feature,mean_abs_shap,pct
Ce,0.655599141111857,45.383362528422545
ReT,0.34911043153562027,24.16690975214663
rpm,0.1701973350873004,11.781783829885294
AgS,0.1688123840825169,11.685911627509316
pH,0.07262211124109202,5.027211592200027
AdC,0.020989517109624663,1.4529836977319917
Temp,0.007249438330701943,0.5018369721042002
